"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
tbip_sc_hh_visit_d_confirm,index_screening_and_consent,,calc,"Household Visit Date Confirm ","round(datediff([tbip_sc_consent_date],[tbip_sc_date_visit_hh1],'d','dmy',true),0)",,,,,,,,,,,," @HIDDEN"
tbip_sc_sc_d_error,index_screening_and_consent,,descriptive,"<font color=""red""><strong> ERROR: THE SCHEDULED DATE CANNOT BE THE NEXT DAY AFTER THE DATE OF CONSENT. CORRECT THE SCHEDULED HOUSEHOLD VISIT DATE!",,,,,,,"[tbip_sc_hh_visit_d_confirm]<=2 and [tbip_sc_date_visit_hh1] <>""""",,,,,,
tbip_sc_date_time_hh1,index_screening_and_consent,,text,"Please specify the time. ",,,time,,,,[tbip_sc_date_visit_hh1]<>'',y,LV,,,,
tbip_sc_alt_days,index_screening_and_consent,,checkbox,"What alternative days of the week are normally best to come to the HHCI. ","0, None | 1, Monday | 2, Tuesday | 3, Wednesday | 4, Thursday | 5, Friday | 6, Saturday | 7, Sunday",,,,,,[tbip_sc_date_visit_hh1]<>'',y,LV,,,," @NONEOFTHEABOVE= '0'"
tbip_sc_time_visit_hh1,index_screening_and_consent,,radio,"On the above mentioned day, which time will be suitable for all/almost all your household contacts?","1, Morning (7h00 to 11h59 am)|2, Early afternoon (12h00 to 15h00 pm)|3, Late afternoon (15h01 to 18h00 pm)",,,,,,[tbip_sc_date_visit_hh1]<>'',y,LV,,,,
tbip_sc_spec_time_hh,index_screening_and_consent,,yesno,"Is there a specific time that will work? ",,,,,,,[tbip_sc_date_visit_hh1]<>'',y,LV,,,,
tbip_sc_spec_time,index_screening_and_consent,,text,"Please specify the time. ",,,time,,,,[tbip_sc_spec_time_hh]='1',y,LV,,,,
tbip_sc_screen_et,index_screening_and_consent,"<center> Saving Instruction
",text,"Time Ended

RA: Click 'Now' to specify the time you ended with this tool. ",,,time,,,,"[tbip_sc_time_visit_hh1] = '1' or [tbip_sc_time_visit_hh1] = '2' or [tbip_sc_time_visit_hh1] = '3'",y,,,,,
tbip_sc_save1,index_screening_and_consent,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""color: #ba372a;""><strong>MAKE SURE THAT YOU FILL IN THE HHC LIST  INFORMATION </strong></span></h4> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""color: green;""><strong> MARK THIS FORM AS UNVERIFIED. SAVE AND ""EXIT FORM"". </strong></span></p> <p style=""text-align: center;""><span style=""color: green;""><strong>WHEN YOU ARE ON THE RECORD DASHBOARD, PLEASE REMEMBER FIRST TO FILL OUT THE HHC LIST AND <span style=""text-decoration: underline;""><span style=""color: #e03e2d; text-decoration: underline;"">UPLOAD THE LOCATOR FORM</span></span> BEFORE CLICKING THE ""INDEX QUESTIONNAIRE"" ICON TO ADMINISTER THE INDEX QUESTIONNAIRE TO THE CURRENT INDEX PATIENT.</strong></span></p> <p style=""text-align: center;""><span style=""color: green;""><strong> </strong></span></p></div>",,,,,,,"[tbip_sc_age_calc] >= 18 and [tbip_sc_screen_et]<>''",,,,,,
tbip_sc_save_caregiver,index_screening_and_consent,,descriptive,"<div class=""rich-text-field-label""><h4 style=""text-align: center;""><span style=""color: #ba372a;""><strong>MAKE SURE THAT YOU FILL IN THE HHC LIST  INFORMATION </strong></span></h4> <p style=""text-align: center;""> </p> <p style=""text-align: center;""><span style=""color: green;""><strong> MARK THIS FORM AS UNVERIFIED. SAVE AND ""EXIT FORM"". </strong></span></p> <p style=""text-align: center;""><span style=""color: green;""><strong>WHEN YOU ARE ON THE RECORD DASHBOARD, PLEASE REMEMBER FIRST TO FILL OUT THE HHC LIST AND <span style=""text-decoration: underline;""><span style=""color: #e03e2d; text-decoration: underline;"">UPLOAD THE LOCATOR FORM</span></span>.</strong></span><span style=""color: green;""><strong><br /><br /></strong></span></p></div>",,,,,,,"[tbip_sc_age_calc] < 18 and [tbip_sc_screen_et]<>''",,,,,,
tbip_sc_eligibility_notes,index_screening_and_consent,"<center> Additional Notes 

",notes,"Additional notes",,,,,,,,,LV,,,,
tbip_l_ra_name,index_locator,"<center> Staff Details 

",text,"RA Name",,,,,,,,,,,,," @USERNAME @READONLY"
tbip_l_start_time,index_locator,,text,"Start Time",,,time,,,,,,,,,," @NOW @READONLY @HIDEBUTTON"
tbip_l_date,index_locator,,text,Date,,,date_dmy,,,,,,,,,," @TODAY @READONLY @HIDEBUTTON"
tbip_l_pin,index_locator,"<center> Locator Form 

",descriptive,"<div class=""rich-text-field-label""><p>Pin: <span style=""color: #e67e23;"">[tbip_sc_participant_pin]</span><br /><br /></p></div>",,,,,,,,,,,,," @READONLY"
tbip_l_locator_form,index_locator,"<center> .....

",file,"Locator Form",,,,,,,,y,LV,,,,
tbip_l_notes,index_locator,"<center> Additional Notes 

",notes,"Additional Notes

",,,,,,,,,,,,,
tbip_l_outro,index_locator,"<center> Saving Instruction

",descriptive,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""color: blue;""><strong> MARK THIS FORM AS UNVERIFIED. <br />YOU ARE DONE WITH UPLOADING LOCATOR FORM FOR THIS PARTICIPANT. <br />YOU MAY NOW PROCEED TO ADMINISTERING THE INDEX DEMOGRAPHIC, SELECT SAVE AND ""EXIT FORM"". <br /></strong></span></h6></div>",,,,,,,,,,,,,
hhcl_staff,hhc_list,"<CENTER> Staff Details 

",text,"RA Name",,,alpha_only,,,,,,,,,," @USERNAME @READONLY"
hhcl_date,hhc_list,,text,Date,,,date_dmy,,,,,y,,,,," @TODAY @READONLY"
hhcl_time,hhc_list,,text,Time,,,time,,,,,y,,,,," @READONLY @NOW"
hhcl_intro,hhc_list,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""color: #e03e2d;"">Personal Details of HHM</span></p> <p style=""text-align: center;""></p></div>",radio,"<div class=""rich-text-field-label""><p><br />You are about to capture details of a HHM that live in the same household as the below Index Patient. <br /><br /></p> <p>[baseline_arm_1][tbip_sc_part_name] [baseline_arm_1][tbip_sc_part_surname]</p> <h6> </h6> <h6>This is the<span style=""color: #ba372a;""> [current-instance]</span> HHM that you are capturing for this Index Patient</h6> <p> </p> <p><span style=""color: #000000;"">Please select Proceed to continue.</span></p> <p> </p></div>","1, Proceed",,,,,,"[baseline_arm_1][tbip_sc_consent_part]='1' or [baseline_arm_1][tbip_sc_age_calc] <= '17'",y,LV,,,,
index_fam_member,hhc_list,,radio,"Family Members 

Current Household Contact / Total Household Contacts in the family per index 

ENSURE THAT ALL HOUSEHOLD DETAILS ARE CAPTURED. ","1, [current-instance]-[baseline_arm_1][tbip_sc_q14]",,,,,,[hhcl_intro]='1',y,LV,,,,
intro_minor,hhc_list,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Ensure that household member are that of the index patient</p></div>",,,,,,,,,,,,,
hhcl_intro_minor,hhc_list,,radio,"<div class=""rich-text-field-label""><p><br />You are about to capture details of an HHM that resides in the same household as the Index Patient. <br /><br /></p> <h6>This is the<span style=""color: #ba372a;""> [current-instance]</span> HHM that you are capturing for this Index Patient</h6> <p> </p> <p><span style=""color: #000000;"">Please select Proceed to continue.</span></p> <p> </p></div>","1, Proceed",,,,,,[baseline_arm_1][tbip_sc_consent_part]='1',y,LV,,,,
hhcl_member_name,hhc_list,,text,"Please specify the Name of the HHM",,,alpha_only,,,y,"[hhcl_intro]='1' or [hhcl_intro_minor]='1'",y,,,,,
hhcl_member_surname,hhc_list,,text,"Please specify the Surname of the HHM",,,alpha_only,,,y,"[hhcl_intro]='1' or [hhcl_intro_minor]='1'",y,,,,,
hhcl_member_gender,hhc_list,"<center> .....

",radio,"<div class=""rich-text-field-label""><h6>Please specify the Gender of the HHM</h6></div>","1, Male | 2, Female",,,,,,"[hhcl_intro]='1' or [hhcl_intro_minor]='1'",y,LV,,,,
hhcl_member_contact_no,hhc_list,,text,"<div class=""rich-text-field-label""><h6>Please specify the <span style=""color: #ba372a;"">Contact Details </span>of the HHM</h6></div>",,"if no number, enter 9999999999",number,,,y,"[hhcl_intro]='1' or [hhcl_intro_minor]='1'",y,,,,,"CHARLIMIT = 10"
hhcl_member_age,hhc_list,,text,"<div class=""rich-text-field-label""><h4>Please specify the <span style=""color: #e03e2d;"">age </span>of the HHM</h4></div>",,"Confirm the age of the hhm with them",number,1,110,,"[hhcl_intro]='1' or [hhcl_intro_minor]='1'",,,,,,
hhcl_hhm_relation,hhc_list,"<center> Relationship with the Index Patient 

",radio,"Relation to the Index patient ","1, Head of household | 2, Parent | 3, Child | 4, Aunt/uncle | 5, Cousin | 6, Grandparent | 7, Other",,,,,,[hhcl_member_age],y,LV,,,,
hhcl_member_role_oth,hhc_list,,notes,"If ""Other"", please specify.",,,,,,,[hhcl_hhm_relation]='7',y,LV,,,,
outro_hhmd,hhc_list,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""color: #e03e2d;"">Saving instruction</span></p> <p style=""text-align: center;""> </p></div>",descriptive,"<div class=""rich-text-field-label""><h5 style=""text-align: left;""><span style=""color: #3598db;"">You are done capturing the personal details of the HHM. You can mark this form as unverified, save and exit the form. Add the next HHM details by selecting the ""+ Add new"" on the record dashboard under Index HHC.</span></h5> <p> </p></div>",,,,,,,"[hhcl_hhm_relation]='0' or [hhcl_hhm_relation]='1' or [hhcl_hhm_relation]='2' or [hhcl_hhm_relation]='3' or [hhcl_hhm_relation]='4' or [hhcl_hhm_relation]='5' or [hhcl_hhm_relation]='6' or [hhcl_hhm_relation]='7'",,,,,,
hhcl_notes,hhc_list,"<div class=""rich-text-field-label""><p style=""text-align: center;"">NOTES</p></div>",notes,,,,,,,,,,LV,,,,
tbid_ra_name,index_demographic,"<CENTER> STAFF DETAILS

",text,"Fieldworkers' Name ",,,,,,,,,,,,," @USERNAME @READONLY"
tbid_date,index_demographic,,text,Date,,,date_dmy,,,,,,,,,," @TODAY @READONLY @HIDEBUTTON"
tbid_time,index_demographic,,text,"Start Time",,,time,,,,,,,,,," @NOW @READONLY @HIDEBUTTON"
tbid_error,index_demographic,,descriptive,"<font color=""red""><strong> ERROR: PLEASE NOTE THAT THE CONSENTING INFORMATION IS NOT FILLED OUT FOR THIS PARTICIPANT. 

REVERT BACK TO THE INDEX TRACKING TOOL AND FILL OUT ALL THE CONSENTING FIELDS. ",,,,,,,"[tbip_sc_consent_part]='0' or [tbip_sc_consent_part]<>'1'",,,,,,
tbid_eligible,index_demographic," ",radio,"<div class=""rich-text-field-label""><h6 style=""text-align: center;""><span style=""color: purple;""><strong> INDEX DEMOGRAPHIC ADMINISTRATION. </strong></span><br /><br />You are about to administer the index demographic to the participant. <br /><br />Select Proceed to open the questionnaire.</h6></div>","1, Proceed",,,,,,"[tbip_sc_consent_part]='1' or [tbip_sc_age_calc] >= '18'",y,LV,,,,
tbid_language_prefer,index_demographic,,radio,"<h6 style=""text-align: center;""><span style=""color: purple;""><strong>Read the following out loud to the participant:</span><br /><br />What is the participant's preferred language for the Demographic information administration?</h6>","en, English | xh, IsiXhosa",,,,,,"[tbip_sc_consent_part]='1' or [tbip_sc_age_calc] >= '18'",y,LV,,,," @LANGUAGE-SET"
tbid_other_studies,index_demographic,"<div class=""rich-text-field-label""><p style=""text-align: center;"">SECTION 1: SOCIO-DEMOGRAPHICS</p></div>",yesno,"<div class=""rich-text-field-label""><p>Is anyone or has anyone in your household participated in any other TB-related research studies?</p></div>",,,,,,,"[tbip_sc_consent_part]='1' or [tbip_sc_age_calc] >= '18'",y,LV,,,,
tbid_other_studies_when,index_demographic,,radio,"When did this household member participate in a TB-related study?","1, In the last 6 months | 2, More than 6 months ago",,,,,,[tbid_other_studies]='1',y,LV,,,,
tbip_sc_gender,index_demographic,,radio,"What is your gender?","1, Male | 2, Female",,,,,,"[tbid_other_studies]<>""""",y,LV,,,,
tbid_s1_q1,index_demographic,,radio,"What is your race?","1, White | 2, Black | 3, Indian | 4, Colored | 5, Other, Specify",,,,,,"[tbid_other_studies]<>""""",y,LV,,,,
tbid_s1_q1_other,index_demographic,,text,"If ""Other"", please specify ",,,,,,,"[tbid_s1_q1] = '5'",y,LV,,,,
tbid_place_of_birth_rsa,index_demographic,,yesno,"Were you born in South Africa?",,,,,,,"[tbid_other_studies]<>""""",y,LV,,,,
tbid_place_of_birth_nrsa,index_demographic,,radio,"Where were you born?","1, Namibia | 2, Zimbabwe | 3, Mozambique | 4, Botswana | 5, Other",,,,,,"[tbid_place_of_birth_rsa] = '0'",y,LV,,,,
tbid_place_of_birth_nrsa_oth,index_demographic,,text,"If ""Other"", please specify",,,,,,,"[tbid_place_of_birth_nrsa] = '5'",y,LV,,,,
tbid_s1_q5,index_demographic,,radio,"What is your relationship status?","1, Married / civil union | 2, Steady partner | 3, Single | 4, Divorced | 5, Widowed",,,,,,"[tbid_other_studies]<>""""",y,LV,,,,
tbid_living_arrangement,index_demographic,,yesno,"Do you live together?",,,,,,,"[tbid_s1_q5] = '1' or [tbid_s1_q5] = '2'",y,LV,,,,
tbid_lived_residence,index_demographic,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Mobility</p> <p style=""text-align: center;""> </p></div>",radio,"<div class=""rich-text-field-label""><p>How long have you lived at this residence <br /><span style=""color: #ba372a;"">([tbip_sc_street_add], [tbip_sc_suburb])?</span></p></div>","1, Less than a year | 2, 1-2 years | 3, 3-5 years | 4, 5-10 years | 5, More than 10 years",,,,,,"[tbid_other_studies]<>""""",y,LV,,,,
tbid_spend_residence,index_demographic,,radio,"<div class=""rich-text-field-label""><p>Out of 30 nights in a month, approximately how many nights do you <span style=""text-decoration: underline;"">spend in this residence <span style=""color: #ba372a; text-decoration: underline;"">([tbip_sc_street_add], [tbip_sc_suburb])</span></span>?</p> <p> </p></div>","1, 1-8 nights per month (for example, a week at a time or just on weekends) | 2, 9-15 nights per month (for example about two weeks at a time) | 3, 16-22 nights per month (for example about three weeks at a time) | 4, 23-30 nights per month (for example four weeks or pretty much the whole month)",,,,,,"[tbid_lived_residence]<>""""",y,LV,,,,
tbid_regularly_stay,index_demographic,,radio,"When you are not staying at this residence, is there another place where you regularly stay?","1, No, there is no other place that I regularly stay | 2, Yes, in East London | 3, Yes, outside of East London but still in Buffalo City Metro District | 4, Yes, outside of Buffalo City Metro District",,,,,,"[tbid_lived_residence]<>""""",y,LV,,,,
tbid_spec_stay,index_demographic,,radio,"Where specifically is the other place that you stay?","5, Mdantsane | 6, Duncan Village/Gompo/Ziphunzana/Gesini/Pefferville | 7, Ducats | 8, Nompomelelo | 9, Scenery Park | 10, Buffalo Flats | 11, Ginsberg | 12, Zwelitsha | 13, Ndevana | 14, Fort Murray | 15, Kwalini | 16, KwaMlakalaka | 17, Imidushani | 18, Izeleni | 19, Godidi | 20, eNgqokweni | 21, Ndileka | 22, KwaNdubungela | 23, KwaBhonke | 24, Ngxwalane | 25, KwaQongqotha | 99, Other",,,,,,"[tbid_regularly_stay]='2' or [tbid_regularly_stay]='3'",y,LV,,,,
